node name,Entrez Gene ID,promote proliferation,evade growth repressor,resist cell death,enable replicative immortality,Induce angiogenesis,Activate invasion & metastasis,Reprogramme energy metabolism,Evade immune destruction,Genome instability,Tumor promoting inflammation
NEO1,4756,0,0,0,0,0,1,0,0,0,0
PTPN12,5782,0,0,0,0,0,0,0,0,0,1
IL4R,3566,1,0,0,0,0,1,0,1,0,1
BSG,682,0,0,0,0,0,1,0,0,0,0
KDELR3,11015,0,0,0,0,0,0,0,0,0,0
CDK5R1,8851,1,1,1,0,0,1,0,0,0,0
LMTK2,22853,0,0,0,0,0,0,0,0,0,0
FERMT1,55612,1,0,0,0,0,1,0,0,0,0
HTR2A,3356,1,0,0,0,1,0,1,0,0,0
C5,727,0,0,0,0,1,1,0,1,0,1
USP6NL,9712,0,0,0,0,0,1,0,0,0,0
PLK3,1263,1,1,1,0,0,0,1,0,1,0
IL5RA,3568,1,0,0,0,0,0,0,1,0,1
HCST,10870,0,0,0,0,0,0,0,1,0,0
PTBP1,5725,0,0,0,0,0,0,0,0,0,0
TRAK2,66008,0,0,0,0,0,0,0,0,0,0
KCNJ2,3759,0,0,0,0,1,0,0,0,0,0
RAP2A,5911,0,0,0,0,0,1,0,0,0,0
MAP4K4,9448,0,0,1,0,0,1,0,0,0,0
TIMELESS,8914,1,0,0,0,0,0,0,0,0,0
GBF1,8729,1,0,0,0,0,1,0,1,0,0
CREB3L4,148327,0,0,0,0,0,0,0,0,0,0
ITPR3,3710,0,0,0,0,1,0,0,0,0,1
FCGR2A,2212,0,0,0,0,0,0,0,1,0,0
METTL1,4234,0,0,0,0,0,0,0,0,0,0
GNAI2,2771,1,0,0,0,0,0,0,0,0,0
HNF1A,6927,0,0,0,0,0,0,1,0,0,0
PSENEN,55851,0,0,1,0,0,0,0,0,0,0
COL1A1,1277,0,0,0,0,0,1,0,1,0,1
MLC1,23209,0,0,0,0,0,0,0,1,0,0
ZNF202,7753,0,0,0,0,0,0,0,0,0,0
SOX17,64321,1,1,0,0,1,1,0,0,0,0
XCL1,6375,1,1,0,0,0,1,0,1,0,1
CCL4,6351,0,0,0,0,0,1,0,1,0,1
PTPN5,84867,0,1,0,0,0,1,0,1,0,0
FCER1G,2207,0,0,1,0,0,1,0,1,0,1
ATRIP,84126,1,0,0,0,0,0,0,0,1,0
FOSL1,8061,1,1,1,0,0,1,0,0,0,0
CCL2,6347,1,0,1,0,1,1,0,1,0,1
TNN,63923,1,0,0,0,0,1,0,0,0,0
CACNG8,59283,0,0,0,0,1,0,0,0,0,0
CACNA1D,776,0,0,0,0,1,0,0,0,0,0
RPL27A,6157,0,0,0,0,0,0,0,0,0,0
TOPBP1,11073,0,0,0,0,0,0,0,0,1,0
POFUT1,23509,0,0,0,0,1,0,0,0,0,0
PDE6B,5158,0,0,0,0,0,0,0,0,0,0
TFAP2A,7020,1,1,1,0,0,0,0,0,0,0
CREB3L3,84699,0,0,0,0,0,0,0,0,0,1
PHKG1,5260,0,0,0,0,0,0,0,0,0,0
PLAU,5328,1,0,0,0,1,1,1,0,0,1
CYTH4,27128,0,0,0,0,0,0,0,0,0,0
BCL2,596,1,1,1,0,0,1,1,1,0,0
HSD11B1,3290,0,0,0,0,0,0,0,0,0,0
RARG,5916,1,1,1,0,0,0,0,0,0,0
AGER,177,1,1,1,0,0,1,0,1,0,1
BIRC5,332,1,0,1,0,0,0,0,0,0,0
TUBA4B,80086,0,0,0,0,0,0,0,0,0,0
TUBB1,81027,1,0,0,0,0,0,0,0,0,0
CREB3L2,64764,0,0,0,0,0,0,0,0,0,0
IL11,3589,1,0,1,0,0,0,0,0,0,0
ABCA1,19,0,0,0,0,0,0,0,1,0,0
APOC3,345,0,0,0,0,0,0,0,1,0,1
PTGFR,5737,1,0,1,0,0,0,0,0,0,0
BIRC2,329,1,0,1,0,0,0,0,1,0,1
UBE2D3,7323,0,0,0,0,0,0,1,1,1,0
HLA-E,3133,1,0,0,0,0,1,0,1,0,0
LNCR1,450093,0,0,0,0,0,0,0,0,0,0
CASP7,840,0,0,1,0,0,0,0,0,0,0
FBXL5,26234,0,0,0,0,0,0,0,0,0,0
CLCF1,23529,1,0,1,0,0,0,0,1,0,0
CNTFR,1271,1,0,1,0,0,0,0,0,0,0
CHEK1,1111,1,1,0,0,0,0,0,0,1,0
SNF8,11267,0,0,0,0,0,0,0,0,0,0
CHMP2A,27243,1,1,0,0,0,0,0,0,0,0
CPT1C,126129,0,0,0,0,0,0,0,0,0,0
MPO,4353,0,0,1,0,0,0,0,0,0,0
GRAP2,9402,0,0,0,0,0,1,0,1,0,0
DUSP10,11221,0,1,0,0,0,0,0,1,0,1
LMO4,8543,0,0,0,0,0,1,0,0,0,0
WHSC1,7468,0,0,0,0,0,0,0,1,1,0
NRXN2,9379,0,0,0,0,0,1,0,0,0,0
NLGN3,54413,1,1,0,0,0,1,0,1,0,0
CD24,100133941,1,1,1,0,0,1,0,1,0,1
CD36,948,0,0,0,0,0,1,0,1,0,1
PPP3CC,5533,0,0,1,0,0,0,0,0,0,0
FANCB,2187,0,0,0,0,0,0,0,0,1,0
STC1,6781,1,0,0,0,1,1,1,0,0,0
SLK,9748,0,0,1,0,0,1,0,0,0,0
BMP7,655,1,1,1,0,0,1,1,0,0,0
ETV1,2115,0,0,0,0,0,1,0,0,0,0
MPRIP,23164,0,0,0,0,0,0,0,0,0,0
FGF9,2254,1,1,0,0,1,0,0,0,0,0
TUBA1B,10376,1,0,0,0,0,0,0,0,0,0
HSF1,3297,1,1,0,0,0,0,0,0,0,0
SPTBN1,6711,1,0,0,0,0,1,0,0,0,0
FBXO31,79791,1,1,0,0,0,1,0,0,1,0
CCL3L3,414062,0,0,0,0,0,0,0,0,0,0
FKBP5,2289,0,0,0,0,0,0,0,0,0,0
ACTA1,58,1,0,0,0,0,1,0,0,0,0
RPL28,6158,0,0,0,0,0,0,0,0,0,0
EPB41,2035,0,0,0,0,1,1,0,0,0,0
PATZ1,23598,0,0,0,0,0,1,0,0,0,0
CARD11,84433,1,0,1,0,0,1,0,1,0,0
UHMK1,127933,1,1,0,0,0,1,0,0,0,0
IGL@,3535,0,0,0,0,0,0,0,0,0,0
LRP2,4036,1,0,0,0,0,0,0,1,0,0
C4BPA,722,0,0,0,0,0,0,0,1,0,1
TAF12,6883,0,0,0,0,0,0,0,0,0,0
TAF4B,6875,1,0,0,0,0,0,0,0,0,0
ARNTL,406,1,1,0,1,0,0,0,0,0,0
MAML1,9794,0,0,0,0,0,0,0,0,0,0
GATA3,2625,1,1,1,0,0,1,0,1,0,1
DUSP8,1850,0,1,0,0,0,0,0,0,0,0
HSPD1,3329,1,0,1,0,0,1,0,1,0,1
TREM2,54209,0,0,0,0,0,0,0,1,0,0
CTNNA2,1496,0,0,0,0,0,1,0,0,0,0
FXYD2,486,1,0,0,0,1,0,0,0,0,0
CSNK1A1,1452,1,1,0,0,0,0,0,1,0,0
ECM1,1893,1,1,0,0,1,1,0,1,0,1
ASAP1,50807,0,0,0,0,0,1,0,0,0,0
SRP54,6729,0,0,0,0,0,0,0,0,0,0
CCL7,6354,0,0,0,0,0,1,0,1,0,1
CREB3,10488,1,1,1,0,0,1,0,0,0,0
CCL25,6370,0,0,0,0,0,1,0,1,0,1
BMPR1B,658,1,1,1,0,0,1,0,0,0,1
LSM5,23658,0,0,0,0,0,0,0,0,0,0
ARRB2,409,0,1,1,0,0,1,0,1,0,1
PCOS1,5120,0,0,0,0,0,0,0,0,0,0
ZNF606,80095,0,0,0,0,0,0,0,0,0,0
LRRFIP1,9208,0,0,0,0,0,0,0,0,0,0
RLN3,117579,0,0,0,0,0,0,0,0,0,0
RXFP4,339403,0,0,0,0,0,0,0,0,0,0
TLR4,7099,1,1,0,0,0,0,0,1,0,1
RAD51,5888,1,0,0,1,0,0,0,0,1,0
POLR3H,171568,0,0,0,0,0,0,0,1,0,0
POLR3F,10621,0,0,0,0,0,0,0,1,0,0
HDAC8,55869,1,0,0,1,0,0,0,0,0,0
CLDN4,1364,0,0,0,0,0,1,0,0,0,0
INADL,10207,0,0,0,0,0,1,0,0,0,0
RIMS1,22999,1,0,0,0,0,1,0,0,0,0
MYH14,79784,0,0,0,0,0,1,0,0,0,0
PMCH,5367,0,0,0,0,0,0,0,0,0,0
MCHR2,84539,0,0,0,0,0,0,0,0,0,0
ZNF397,84307,0,0,0,0,0,0,0,0,0,0
CD82,3732,0,0,0,0,0,0,0,0,0,0
MAP3K7IP2,23118,0,0,0,0,0,0,0,0,0,0
GDF6,392255,0,0,1,0,0,0,0,0,0,0
WASF3,10810,0,0,0,0,0,1,0,0,0,0
ARPC1A,10552,0,0,0,0,0,1,0,1,0,0
TAF6,6878,1,1,0,0,0,0,0,0,0,0
CCL18,6362,0,0,0,0,0,1,0,1,0,1
CSE1L,1434,1,0,0,0,0,0,0,0,0,0
RRM2B,50484,0,1,1,0,0,0,0,0,1,0
S100P,6286,0,0,0,0,0,1,0,0,0,0
CACYBP,27101,0,0,0,0,0,0,0,0,0,0
RPL18,6141,0,0,0,0,0,0,0,0,0,0
HBEGF,1839,1,0,0,0,1,1,0,0,0,1
NTRK3,4916,1,0,1,0,0,1,0,0,0,0
CEBPA,1050,1,1,0,0,0,0,0,0,0,0
NEDD4L,23327,1,0,0,0,1,1,0,1,0,0
TGFB1I1,7041,1,1,0,0,0,1,0,0,0,0
CYBA,1535,1,0,0,0,1,0,0,1,0,1
SCYL2,55681,0,1,0,0,0,0,0,1,0,0
ANKS1A,23294,0,0,0,0,0,1,0,0,0,0
PTGES,9536,1,1,0,0,0,0,0,0,0,1
SPRY2,10253,1,1,1,0,0,1,0,0,0,0
FGF7,2252,1,0,0,0,0,1,0,0,0,1
PRMT1,3276,1,1,0,0,0,1,0,0,1,0
POU6F1,5463,0,0,0,0,0,0,0,0,0,0
CCL8,6355,1,1,0,0,0,1,0,1,0,1
MLXIPL,51085,1,1,0,0,0,0,1,0,0,0
IL10RB,3588,0,0,0,0,0,0,0,1,0,1
RPL18A,6142,0,0,0,0,0,0,0,0,0,0
LIG1,3978,1,0,0,1,0,0,0,0,1,0
ANGPTL4,51129,0,0,1,0,1,0,0,0,0,0
MMP16,4325,1,0,0,0,0,0,0,0,0,0
ALDH9A1,223,0,0,0,0,0,0,0,0,0,0
NLGN1,22871,0,0,0,0,0,1,0,1,0,0
ARID1A,8289,0,0,0,0,0,0,0,0,0,0
TNFRSF25,8718,1,0,1,0,0,0,0,1,0,1
TNFSF12,8742,1,0,1,0,1,1,0,1,0,0
RFC5,5985,0,0,0,1,0,0,0,0,1,0
TIPIN,54962,1,1,0,0,0,0,0,0,1,0
MMP3,4314,0,0,0,0,0,0,0,0,0,0
C4A,720,0,0,0,0,0,0,0,1,0,1
CHAF1B,8208,1,0,0,0,0,0,0,0,1,0
UBA5,79876,0,0,0,0,0,0,0,0,0,0
SUMO2,6613,0,0,0,0,0,0,0,0,1,0
XBP1,7494,1,1,1,0,1,1,0,1,0,0
ANAPC13,25847,1,0,0,0,0,0,0,0,0,0
HFE2,148738,0,1,0,0,0,0,0,0,0,0
EIF4G3,8672,0,0,0,0,0,0,0,0,0,0
MYH7B,57644,0,0,0,0,0,0,0,0,0,0
MNX1,3110,0,0,0,0,0,1,0,1,0,0
PRKAG2,51422,1,1,0,0,0,0,1,0,0,0
CHP2,63928,1,0,0,0,0,0,0,0,0,0
FGF11,2256,0,0,0,0,0,0,0,0,0,0
PALLD,23022,0,0,0,0,0,1,0,0,0,0
RDX,5962,1,0,0,0,0,1,0,0,0,0
RICS,9743,0,0,0,0,0,0,0,0,0,0
PLA2G5,5322,0,0,0,0,0,0,0,0,0,0
RNF4,6047,1,0,0,0,0,0,0,0,0,0
TRPS1,7227,0,0,0,0,0,0,0,0,0,0
VHLL,391104,0,0,0,0,0,0,0,0,0,0
SRPK1,6732,0,0,0,0,0,0,0,1,0,0
MLX,6945,0,0,0,0,0,0,0,0,0,0
DUSP2,1844,0,1,0,0,0,0,0,0,0,0
RPS19BP1,91582,0,0,0,0,0,0,0,0,0,0
SIRT1,23411,1,1,1,1,1,0,1,1,1,1
DHFR,1719,1,0,0,0,0,1,0,0,0,0
RP6-213H19.1,51765,0,0,0,0,0,0,0,0,0,0
TAF10,6881,0,0,0,0,0,0,0,0,0,0
TSC22D3,1831,0,0,1,0,0,0,0,0,0,0
MYH3,4621,0,0,0,0,0,1,0,0,0,0
CGN,57530,0,0,0,0,0,0,0,0,0,0
ASPH,444,1,1,0,0,1,0,0,0,0,0
MYH11,4629,0,0,0,0,0,1,0,0,0,0
CREB3L1,90993,0,1,1,0,0,0,0,0,0,0
AURKC,6795,1,0,0,0,0,0,0,0,0,0
CCNE2,9134,1,0,0,0,0,0,0,0,0,0
TAM,8205,0,0,0,0,0,0,0,0,0,0
CLU,1191,1,1,1,0,0,1,0,1,0,0
ELANE,1991,1,0,0,0,0,1,0,1,0,1
FZD7,8324,1,0,0,0,0,1,0,0,0,1
INCENP,3619,1,0,0,0,0,0,0,0,0,0
NDUFAF2,91942,0,0,0,0,0,0,0,0,0,0
PHAX,51808,0,0,0,0,0,0,0,0,0,0
CD1A,909,0,0,0,0,0,0,0,1,0,0
ACTR1A,10121,1,0,0,0,0,0,0,0,0,0
HMGA1,3159,1,1,0,1,0,0,0,0,1,0
HIPK2,28996,1,1,1,0,1,0,1,0,0,0
DNM2,1785,1,1,1,0,0,1,0,1,0,0
ZNF217,7764,0,0,0,0,0,0,0,0,0,0
MAP3K8,1326,1,0,0,0,0,1,0,0,0,0
DLX2,1746,0,1,0,0,0,0,0,0,0,0
MSX2,4488,1,1,1,0,0,1,0,0,0,1
IFNA13,3447,0,0,0,0,0,0,0,0,0,0
CAMKK2,10645,0,0,0,0,0,0,0,0,0,0
CXCR3,2833,1,1,1,0,1,1,0,0,0,1
SNRK,54861,0,0,0,0,0,0,0,0,0,0
TAF13,6884,0,0,0,0,0,0,0,0,0,0
COL3A1,1281,0,0,0,0,0,1,0,1,0,1
CYP3A4,1576,0,0,0,0,0,0,0,0,0,0
NR1I2,8856,0,0,0,0,0,0,0,0,0,0
HIF1AN,55662,0,1,0,0,1,0,1,0,0,0
APBA3,9546,0,0,0,0,0,0,0,0,0,0
CARD16,114769,0,0,1,0,0,0,0,0,0,0
TXN,7295,1,0,0,0,0,0,0,0,0,0
RAD1,5810,1,1,0,0,0,0,0,0,1,0
NEK3,4752,1,0,0,0,0,1,0,0,0,0
NFIA,4774,0,0,0,0,0,0,0,0,0,0
LIF,3976,1,1,0,0,1,1,0,1,0,0
EED,8726,0,0,0,0,0,0,0,0,0,0
MAP4K5,11183,0,0,0,0,0,0,0,0,0,0
CAT,847,1,0,1,0,0,0,0,0,0,0
KLRG1,10219,0,0,0,0,0,0,0,1,0,1
ERCC1,2067,1,0,0,1,0,0,0,1,1,0
IRF4,3662,0,1,0,0,0,1,0,1,0,0
MAF,4094,0,0,0,0,0,0,0,0,0,0
PTTG1,9232,1,0,0,0,0,0,0,0,1,0
CHAT,1103,0,0,0,0,0,0,0,0,0,0
RYR3,6263,0,0,0,0,1,0,0,0,0,0
SUGT1,10910,1,0,0,0,0,0,0,0,0,0
RFX5,5993,0,0,0,0,0,0,0,0,0,0
NUP214,8021,1,0,0,0,0,0,0,0,0,0
BRD4,23476,1,1,0,0,0,0,0,0,1,1
PRDM1,639,1,1,0,0,0,0,0,0,0,0
PAX5,5079,0,0,0,0,0,0,0,1,0,0
CSNK1G2,1455,0,0,0,0,0,0,0,1,0,0
GALK1,2584,0,0,0,0,0,0,1,0,0,0
CYSLTR2,57105,0,0,0,0,1,0,0,1,0,0
IGF2,3481,1,0,0,0,0,1,1,1,0,1
PDE3B,5140,0,1,0,0,1,1,0,0,0,0
CACNA1I,8911,0,0,0,0,0,0,0,0,0,0
CCNA1,8900,1,0,0,0,0,0,0,0,0,0
GZMB,3002,0,0,1,0,0,0,0,1,0,0
UBE4B,10277,0,0,0,0,0,1,0,0,0,0
AP1B1,162,0,0,0,0,0,0,0,0,0,0
VEGFB,7423,1,0,1,0,1,1,0,0,0,1
GIT2,9815,0,0,0,0,0,0,0,0,0,0
COPA,1314,0,0,0,0,0,0,0,0,0,0
STK4,6789,1,1,1,0,1,0,0,0,0,0
IL1RN,3557,0,1,0,0,0,1,0,1,0,1
HGS,9146,1,1,0,0,0,0,0,0,0,0
ADCY5,111,0,0,0,0,0,0,0,0,0,0
CDKN1C,1028,1,1,0,0,0,0,0,0,0,0
UGCG,7357,0,0,0,0,0,0,0,0,0,0
TIMP3,7078,0,1,1,0,0,0,0,0,0,1
FOXO3,2309,1,1,1,0,0,0,0,0,0,0
HTR4,3360,0,0,0,0,0,0,0,0,0,0
NPFF,8620,0,0,0,0,1,0,0,1,0,1
RASGRP2,10235,1,0,0,0,0,0,0,0,0,0
MMP13,4322,0,0,0,0,0,0,0,0,0,0
DAPK3,1613,1,0,1,0,0,1,0,1,0,0
SNRPF,6636,0,0,0,0,0,0,0,0,0,0
CYTH3,9265,0,0,0,0,0,1,0,0,0,0
HSF2,3298,0,0,0,0,0,0,0,0,0,0
EPN2,22905,0,0,0,0,0,0,0,1,0,0
MYL10,93408,0,0,0,0,0,0,0,0,0,0
SMAD6,4091,1,1,1,0,0,1,0,1,0,0
TERF2,7014,1,1,0,1,0,0,0,0,1,0
ATF1,466,0,0,0,0,0,1,0,0,0,0
CLDN11,5010,0,0,0,0,0,1,0,0,0,0
AMH,268,0,0,0,0,0,0,0,0,0,0
CD244,51744,1,0,0,0,0,1,0,1,0,0
CEP76,79959,1,0,0,0,0,0,0,0,0,0
PLAGL2,5326,0,0,1,0,0,0,0,0,0,0
SFTPC,6440,0,0,0,0,0,0,0,0,0,0
IRF9,10379,0,0,0,0,0,0,0,1,0,0
TRIM26,7726,0,0,0,0,0,0,0,1,0,0
GATA1,2623,1,1,1,0,0,1,0,0,0,1
NUP188,23511,1,0,0,0,0,0,0,0,0,0
CYP4A11,1579,0,0,0,0,1,0,0,0,0,0
MGP,4256,0,0,0,0,0,0,0,0,0,0
MITF,4286,0,0,1,0,0,1,0,0,0,0
AES,166,0,1,1,0,0,0,0,0,0,0
MST1,4485,1,0,1,0,0,1,1,0,0,0
MYL12B,103910,0,0,0,0,0,0,0,0,0,0
LOC653888,653888,0,0,0,0,0,0,0,0,0,0
XRCC1,7515,0,0,0,0,0,0,0,0,1,0
CXCL3,2921,1,0,0,0,0,1,0,1,0,1
AIF1,199,1,1,1,0,0,1,0,1,0,1
TAF9,6880,1,1,1,0,0,0,0,0,0,0
NRBP2,340371,0,0,1,0,0,0,0,0,0,0
SHC4,399694,1,0,0,0,0,0,0,0,0,0
ZMYM3,9203,0,0,0,0,0,0,0,0,0,0
DKK1,22943,0,1,0,0,0,0,0,1,0,0
MED28,80306,0,0,0,0,0,0,0,0,0,0
TAOK2,9344,1,0,0,0,0,1,0,0,1,0
IFNA7,3444,1,0,0,0,0,1,0,1,0,1
DUSP4,1846,0,1,0,0,0,0,0,0,0,0
HDAC11,79885,0,0,0,0,0,0,0,0,0,0
SPCS3,60559,0,0,0,0,0,0,0,0,0,0
RPN2,6185,0,0,0,0,0,0,0,0,0,0
PIP5K1C,23396,0,0,0,0,0,1,0,1,0,0
CYBB,1536,0,0,0,0,0,0,0,1,0,1
PFN1,5216,0,0,0,0,0,1,0,0,0,0
PTHLH,5744,1,1,0,0,0,0,0,0,0,0
P2RX2,22953,0,0,0,0,1,0,0,0,0,1
PROS1,5627,0,0,0,0,0,1,0,1,0,1
TYRO3,7301,0,1,1,0,0,1,0,1,0,1
RPS6KA2,6196,1,1,1,0,1,0,0,0,0,0
SMAD1,4086,1,1,0,0,0,0,0,0,0,1
HR,55806,0,0,0,0,0,0,0,0,0,0
GDF15,9518,0,0,1,0,0,0,0,0,0,0
SMURF2,64750,0,1,0,0,0,1,0,0,0,0
TIAM1,7074,1,0,1,0,0,1,0,0,0,0
HNF4A,3172,1,1,0,0,0,1,1,0,0,1
GFER,2671,0,0,0,0,0,0,0,0,0,0
LAMC2,3918,0,0,0,0,0,1,0,0,0,0
FGF6,2251,1,0,0,0,1,0,0,0,0,0
PSMD14,10213,1,1,0,0,0,0,0,1,1,0
OSBP,5007,0,0,0,0,0,0,0,0,0,0
PPM1L,151742,0,0,0,0,0,0,0,0,0,0
PTPRA,5786,0,0,0,0,0,1,0,0,0,0
ARID3A,1820,1,1,0,0,0,0,0,0,1,0
BMP1,649,0,0,1,0,0,0,0,0,0,0
HMBOX1,79618,0,0,0,1,0,0,0,0,0,0
FGF16,8823,1,0,0,0,1,1,0,0,0,0
MAP3K4,4216,0,0,0,1,0,0,0,0,0,0
SIK2,23235,0,0,0,0,0,0,0,0,0,0
NR1H3,10062,0,1,0,0,0,0,0,1,0,1
TSHB,7252,0,0,0,0,0,0,0,0,0,0
TSHR,7253,1,0,0,0,0,1,0,0,0,0
GRK7,131890,0,0,0,0,0,0,0,0,0,0
FCGR3B,2215,0,0,0,0,0,0,0,1,0,0
SFRP2,6423,1,1,1,0,1,1,0,0,0,0
SRI,6717,0,1,0,0,1,0,0,0,0,0
PRF1,5551,0,0,0,0,0,0,0,1,0,0
SRRM1,10250,0,0,0,0,0,0,0,0,0,0
THOC4,10189,0,0,0,0,0,0,0,0,0,0
PAIP1,10605,0,0,0,0,0,0,0,0,0,0
CD38,952,1,0,1,0,1,0,0,1,0,0
DOK2,9046,0,0,0,0,0,1,0,0,0,0
WIF1,11197,0,1,0,0,0,0,0,0,0,0
CACNB2,783,0,0,0,0,1,0,0,0,0,0
CACNB1,782,0,0,0,0,1,0,0,0,0,0
PLD2,5338,0,0,0,0,0,1,0,1,0,0
NCAPG,64151,1,0,0,0,0,0,0,0,0,0
H2AFX,3014,1,0,0,1,0,0,0,0,1,0
NEDD4,4734,0,1,0,0,0,1,0,1,0,0
MYH9,4627,1,0,0,0,1,1,0,1,0,1
CCT4,10575,0,0,0,1,0,0,0,0,0,0
RACGAP1,29127,1,0,0,0,0,1,0,0,0,0
SYT1,6857,1,0,0,0,0,1,0,1,0,0
SPAG5,10615,1,0,0,0,0,1,0,0,0,0
PPP2R4,5524,1,0,1,0,0,0,0,0,0,0
PLEKHO1,51177,0,0,0,0,0,1,0,0,0,0
JUND,3727,1,0,0,0,0,0,0,0,0,0
SOCS7,30837,0,1,0,0,0,1,0,0,0,0
ZMYND11,10771,1,1,1,0,0,0,0,0,0,0
NGFR,4804,1,0,1,0,0,1,1,1,0,1
TSPAN1,10103,1,0,0,0,0,1,0,1,0,0
NRG2,9542,0,0,0,0,0,0,0,0,0,0
RUNX1T1,862,0,0,0,0,0,0,0,0,0,0
KEAP1,9817,0,0,0,0,0,0,0,0,0,0
MAPK8IP2,23542,0,0,0,0,0,1,0,0,0,0
GUCY1B3,2983,0,0,0,0,1,0,0,0,0,0
ECSIT,51295,0,0,0,0,0,0,0,1,0,0
FYB,2533,0,0,0,0,0,0,0,1,0,0
EVL,51466,0,0,0,0,0,1,0,0,0,0
BCL2L13,23786,0,0,1,0,0,0,0,0,0,0
LOC652614,652614,0,0,0,0,0,0,0,0,0,0
KLRC4,8302,0,0,0,0,0,0,0,0,0,0
ERF,2077,1,0,0,0,0,0,0,0,0,0
CTSK,1513,0,0,0,0,0,0,0,1,0,0
GTF2E2,2961,0,0,0,0,0,0,0,0,0,0
NDRG1,10397,1,1,1,0,0,0,1,0,0,0
DUSP16,80824,0,1,0,0,0,0,0,0,0,0
CFL2,1073,0,0,0,0,0,1,0,0,0,0
PDE2A,5138,0,0,0,0,1,0,0,0,0,1
CAMP,820,1,0,0,0,1,0,0,1,0,1
UTP18,51096,0,0,0,0,0,0,0,0,0,0
EREG,2069,1,1,0,0,1,0,0,1,0,1
SAFB,6294,0,0,0,0,0,0,0,0,0,0
FSTL1,11167,0,0,0,0,0,0,0,0,0,0
PTPRM,5797,1,1,0,0,1,1,0,0,0,0
TAX1BP3,30851,1,1,0,0,0,0,0,0,0,0
CNTN2,6900,0,0,0,0,0,1,0,1,0,0
GRB14,2888,0,0,0,0,0,1,0,0,0,0
SIAH1,6477,1,0,1,0,0,1,0,0,0,0
DEFA1,1667,0,0,0,0,0,1,0,1,0,0
FEV,54738,0,0,0,0,0,0,0,0,0,0
MEF2C,4208,1,1,1,0,0,1,0,1,0,0
TCEB1,6921,0,0,0,0,0,0,1,0,0,0
PSMD9,5715,1,1,0,0,0,0,0,1,0,0
HOXA10,3206,0,0,0,0,0,0,0,0,0,0
IGFBP1,3484,1,1,0,0,0,0,0,0,0,1
CPT1B,1375,0,0,0,0,0,0,0,0,0,0
HDAC4,9759,1,1,1,0,1,1,1,0,0,1
MADCAM1,8174,0,0,0,0,0,1,0,1,0,0
IBTK,25998,0,0,0,0,0,0,0,0,0,0
VPS4B,9525,1,0,0,0,0,0,0,0,0,0
ARHGDIA,396,0,0,1,0,0,1,0,0,0,0
FRAT1,10023,0,0,0,0,0,0,0,0,0,0
APOA1,335,1,1,0,0,0,1,0,1,0,1
CDKN2D,1032,1,1,1,0,0,0,0,0,1,0
PPAPDC1B,84513,0,0,0,0,0,0,0,0,0,0
S100B,6285,1,0,1,0,0,1,1,1,0,0
RFC4,5984,0,0,0,1,0,0,0,0,1,0
RFC1,5981,0,0,0,1,0,0,0,0,1,0
CLDN18,51208,0,0,0,0,0,1,0,0,0,0
KRT1,3848,0,0,0,0,1,0,0,1,0,1
FBXO43,286151,1,1,0,0,0,0,0,0,0,0
GRIN2B,2904,0,0,0,0,0,0,0,0,0,0
NCOR2,9612,0,0,0,0,0,0,0,0,0,0
JAM2,58494,0,0,0,0,0,1,0,0,0,0
PML,5371,1,1,1,1,1,1,0,1,1,0
STK16,8576,0,0,0,0,0,0,0,0,0,0
IAPP,3375,0,0,0,0,0,0,0,0,0,0
APP,351,1,0,0,0,0,1,0,1,0,0
EIF2B2,8892,0,0,0,0,0,0,0,0,0,0
EIF2B1,1967,0,0,0,0,0,0,0,0,0,0
CDK11B,984,1,0,0,0,0,0,0,0,0,0
STAU1,6780,0,0,0,0,0,0,0,0,0,0
ZBTB7B,51043,0,0,0,0,0,0,0,0,0,0
C2,717,0,0,0,0,0,0,0,1,0,1
CCL13,6357,0,0,0,0,0,1,0,1,0,1
CLIC4,25932,0,0,0,0,1,1,0,0,0,0
CTSS,1520,0,0,0,0,0,0,0,1,0,0
MAPK7,5598,1,1,1,0,1,1,0,0,0,1
TLK1,9874,1,0,0,0,0,0,0,0,0,0
RANBP3,8498,0,0,0,0,0,0,0,0,0,0
S100A11,6282,1,1,0,0,0,0,0,0,0,0
ATIC,471,0,0,0,0,0,0,0,0,0,0
WEE2,494551,1,1,0,0,0,0,0,0,0,0
LOC650621,650621,0,0,0,0,0,0,0,0,0,0
CDK6,1021,1,1,0,1,0,1,0,0,0,0
COPS6,10980,0,0,0,0,0,0,0,0,1,0
MYL1,4632,0,0,0,0,1,0,0,0,0,0
POM121,9883,1,0,0,0,0,0,0,0,0,0
MAPKAPK3,7867,0,0,0,0,0,0,0,1,0,0
IFI6,2537,0,1,1,0,0,0,0,1,0,0
SLEB3,64695,0,0,0,0,0,0,0,0,0,0
ASAH1,427,0,0,0,0,0,0,0,0,0,0
ERCC4,2072,1,0,0,1,0,0,0,0,1,0
KLRC2,3822,0,0,0,0,0,0,0,1,0,0
HDAC7,51564,0,1,0,0,1,1,0,0,0,0
VAMP2,6844,0,0,0,0,0,0,0,1,0,1
GNB2,2783,0,0,0,0,0,0,0,0,0,0
ACTR2,10097,1,0,0,0,0,1,0,1,0,0
RPL22,6146,0,0,0,0,0,1,0,0,0,0
TCEB2,6923,0,0,0,0,0,0,1,0,0,0
LTBP1,4052,0,1,0,0,0,0,0,0,0,0
SNAI1,6615,0,1,1,0,0,1,0,0,0,0
GTF3A,2971,0,0,0,0,0,0,0,0,0,0
